fighter1_wins,fighter2_wins,fighter1_losses,fighter2_losses,fighter1_height,fighter2_height,fighter1_weight,fighter2_weight,fighter1_reach,fighter2_reach,fighter1_age,fighter2_age,fighter1_SLpM,fighter2_SLpM,fighter1_sig_str_acc,fighter2_sig_str_acc,fighter1_SApM,fighter2_SApM,fighter1_str_def,fighter2_str_def,fighter1_td_avg,fighter2_td_avg,fighter1_td_acc,fighter2_td_acc,fighter1_td_def,fighter2_td_def,fighter1_sub_avg,fighter2_sub_avg,height_diff,weight_diff,reach_diff,win_rate_diff,td_avg_diff,SLpM_diff,sub_avg_diff,fighter1_won,fighter1_name,fighter2_name,fighter1_stance,fighter2_stance
5.0,26.0,2.0,9.0,175.26,175.26,65.77,70.31,177.8,,35.0,47.0,3.74,1.85,0.44,0.37,6.82,2.6,0.53,0.59,0.47,1.38,0.25,0.52,0.0,0.76,0.5,1.2,0.0,-4.540000000000006,,-0.02857142857142858,-0.9099999999999999,1.8900000000000001,-0.7,1,Kron Gracie,Din Thomas,Southpaw,Orthodox
2.0,18.0,4.0,9.0,165.1,180.34,56.7,77.11,162.56,187.96,33.0,43.0,1.44,1.71,0.21,0.39,2.82,1.99,0.48,0.63,0.66,1.42,0.16,0.31,0.58,0.63,0.0,1.2,-15.240000000000009,-20.409999999999997,-25.400000000000006,-0.3333333333333333,-0.7599999999999999,-0.27,-1.2,0,Yao Zhikui,Paulo Thiago,Orthodox,Orthodox
15.0,24.0,5.0,3.0,187.96,177.8,83.91,70.31,193.04,187.96,37.0,33.0,3.07,3.36,0.38,0.42,3.55,2.44,0.48,0.61,1.81,1.0,0.4,0.28,1.0,0.7,0.0,0.0,10.159999999999997,13.599999999999994,5.079999999999984,-0.13888888888888884,0.81,-0.29000000000000004,0.0,0,Tim Williams,Damir Ismagulov,Orthodox,Orthodox
5.0,19.0,2.0,3.0,190.5,165.1,108.86,61.23,190.5,,27.0,39.0,1.81,2.37,0.4,0.36,1.86,3.33,0.5,0.53,0.0,2.5,0.0,0.31,0.81,1.0,0.0,1.5,25.400000000000006,47.63,,-0.14935064935064934,-2.5,-0.56,-1.5,0,Junior Tafa,Dileno Lopes,Orthodox,Unknown
9.0,24.0,3.0,7.0,182.88,175.26,70.31,77.11,182.88,177.8,33.0,40.0,2.08,2.93,0.52,0.45,0.74,1.79,0.67,0.63,2.22,2.4,0.25,0.45,0.8,0.63,0.7,0.8,7.6200000000000045,-6.799999999999997,5.079999999999984,-0.024193548387096753,-0.17999999999999972,-0.8500000000000001,-0.10000000000000009,0,Don Madge,Benson Henderson,Southpaw,Southpaw
10.0,5.0,1.0,0.0,193.04,200.66,92.99,120.2,195.58,213.36,33.0,35.0,7.29,23.33,0.59,0.77,3.59,6.67,0.52,0.6,0.95,0.0,0.75,0.0,0.75,0.0,0.3,0.0,-7.6200000000000045,-27.210000000000008,-17.78,-0.09090909090909094,0.95,-16.04,0.3,0,Carlos Ulberg,Robelis Despaigne,Orthodox,Orthodox
16.0,25.0,10.0,16.0,172.72,190.5,65.77,83.91,180.34,203.2,35.0,48.0,4.92,1.55,0.39,0.52,6.42,2.7,0.55,0.46,0.46,1.43,0.5,0.16,0.66,0.35,0.0,2.0,-17.78,-18.14,-22.859999999999985,0.0056285178236398226,-0.97,3.37,-2.0,1,Marcelo Rojo,Jason MacDonald,Orthodox,Orthodox
17.0,9.0,10.0,3.0,187.96,172.72,92.99,56.7,190.5,170.18,45.0,30.0,2.03,4.95,0.48,0.46,3.86,4.54,0.35,0.46,0.0,1.11,0.0,0.15,0.36,0.65,0.5,0.3,15.240000000000009,36.28999999999999,20.319999999999993,-0.12037037037037035,-1.11,-2.9200000000000004,0.2,0,James Irvin,Carlos Hernandez,Orthodox,Orthodox
14.0,17.0,5.0,2.0,187.96,185.42,109.77,77.11,198.12,190.5,36.0,36.0,3.44,3.4,0.49,0.4,2.78,1.8,0.47,0.62,0.0,2.61,0.0,0.43,0.75,0.6,0.0,0.9,2.5400000000000205,32.66,7.6200000000000045,-0.1578947368421053,-2.61,0.040000000000000036,-0.9,1,Jairzinho Rozenstruik,John Hathaway,Orthodox,Orthodox
9.0,11.0,1.0,6.0,175.26,160.02,70.31,61.23,177.8,,29.0,34.0,5.09,0.87,0.56,0.31,4.37,3.43,0.44,0.58,1.76,2.34,0.5,0.45,0.51,0.0,0.0,0.0,15.23999999999998,9.080000000000005,,0.2529411764705882,-0.5799999999999998,4.22,0.0,1,Trevor Peek,Milana Dudieva,Switch,Orthodox
0.0,8.0,1.0,3.0,190.5,182.88,106.59,83.91,,,,38.0,0.0,0.63,0.0,0.55,0.0,7.01,0.0,0.25,0.0,2.82,0.0,0.5,0.0,0.6,0.0,0.0,7.6200000000000045,22.680000000000007,,-0.7272727272727273,-2.82,-0.63,0.0,1,Ryan Parker,Bubba Bush,Southpaw,Orthodox
24.0,9.0,10.0,2.0,177.8,165.1,70.31,56.7,182.88,172.72,37.0,26.0,3.05,5.4,0.47,0.41,3.44,6.63,0.54,0.49,0.61,0.0,0.5,0.0,0.6,0.56,1.1,0.0,12.700000000000017,13.61,10.159999999999997,-0.11229946524064172,0.61,-2.3500000000000005,1.1,0,Anthony Pettis,Kevin Borjas,Orthodox,Orthodox
4.0,12.0,2.0,6.0,187.96,190.5,92.99,106.59,,,57.0,48.0,0.28,0.61,0.2,0.62,1.41,2.77,0.52,0.4,0.0,1.84,0.0,0.4,0.0,0.16,8.5,0.9,-2.539999999999992,-13.600000000000009,,0.0,-1.84,-0.32999999999999996,7.6,1,Jeff Newton,Pete Williams,Sideways,Orthodox
13.0,6.0,3.0,2.0,182.88,152.4,111.13,52.16,,162.56,44.0,31.0,1.51,1.1,0.23,0.42,6.06,4.93,0.36,0.31,0.0,1.83,0.0,0.3,0.8,0.16,1.0,0.0,30.47999999999999,58.97,,0.0625,-1.83,0.4099999999999999,1.0,0,Denis Stojnic,Marnic Mann,Orthodox,Southpaw
13.0,10.0,6.0,3.0,182.88,172.72,70.31,70.31,180.34,,35.0,37.0,3.76,2.72,0.42,0.42,3.07,5.8,0.6,0.51,0.92,0.0,0.28,0.0,0.71,0.14,0.5,0.0,10.159999999999997,0.0,,-0.08502024291497978,0.92,1.0399999999999996,0.5,1,Alex White,Cain Carrizosa,Southpaw,Orthodox
6.0,12.0,3.0,4.0,200.66,180.34,111.13,70.31,208.28,182.88,33.0,32.0,2.6,4.62,0.35,0.45,5.3,4.53,0.46,0.56,0.74,0.69,0.66,0.18,0.0,0.75,0.0,0.0,20.319999999999993,40.81999999999999,25.400000000000006,-0.08333333333333337,0.050000000000000044,-2.02,0.0,1,Daniel Spitz,Guram Kutateladze,Orthodox,Orthodox
21.0,24.0,9.0,14.0,175.26,208.28,77.11,117.93,180.34,,51.0,44.0,2.79,0.98,0.46,0.51,1.9,2.95,0.56,0.37,2.35,0.0,0.47,0.0,0.75,0.4,0.8,2.3,-33.02000000000001,-40.82000000000001,,0.06842105263157894,2.35,1.81,-1.4999999999999998,1,Frank Trigg,Wes Sims,Southpaw,Orthodox
8.0,8.0,3.0,3.0,185.42,165.1,77.11,61.23,193.04,170.18,38.0,28.0,3.01,5.48,0.42,0.62,2.74,2.75,0.54,0.48,3.51,0.85,0.5,0.25,0.89,0.63,0.5,0.8,20.319999999999993,15.880000000000003,22.859999999999985,0.0,2.6599999999999997,-2.4700000000000006,-0.30000000000000004,0,Matthew Riddle,Kleydson Rodrigues,Southpaw,Orthodox
16.0,10.0,9.0,4.0,187.96,177.8,83.91,77.11,190.5,,42.0,37.0,4.04,1.43,0.51,0.33,2.99,3.0,0.62,0.5,2.75,2.5,0.37,0.38,0.58,0.6,0.2,1.0,10.159999999999997,6.799999999999997,,-0.07428571428571429,0.25,2.6100000000000003,-0.8,1,James Te Huna,Enrique Marin,Orthodox,Unknown
11.0,12.0,5.0,2.0,193.04,177.8,83.91,56.7,193.04,175.26,30.0,35.0,2.93,2.13,0.43,0.46,2.63,2.81,0.47,0.46,0.84,2.88,0.25,0.47,0.31,0.71,1.4,1.3,15.23999999999998,27.209999999999994,17.78,-0.1696428571428571,-2.04,0.8000000000000003,0.09999999999999987,0,Josh Fremd,Paddy Holohan,Orthodox,Orthodox
14.0,9.0,7.0,7.0,177.8,170.18,65.77,56.7,182.88,182.88,36.0,34.0,1.56,5.37,0.35,0.36,2.32,5.41,0.59,0.56,1.45,0.0,0.35,0.0,0.2,0.5,1.2,0.1,7.6200000000000045,9.069999999999993,0.0,0.10416666666666663,1.45,-3.81,1.0999999999999999,1,Jordan Rinaldi,Ji Yeon Kim,Orthodox,Orthodox
11.0,11.0,1.0,2.0,177.8,190.5,83.91,113.4,182.88,,31.0,46.0,5.0,1.27,0.5,0.58,4.17,5.47,0.48,0.31,1.25,1.91,0.16,0.2,0.66,0.0,0.0,0.0,-12.699999999999989,-29.49000000000001,,0.07051282051282048,-0.6599999999999999,3.73,0.0,0,Brunno Ferreira,Jonathan Wiezorek,Orthodox,Southpaw
11.0,10.0,1.0,5.0,187.96,187.96,111.58,110.22,203.2,187.96,31.0,30.0,4.31,1.81,0.48,0.43,4.76,2.22,0.43,0.47,1.2,3.09,0.33,0.36,0.77,0.5,0.7,1.0,0.0,1.3599999999999994,15.23999999999998,0.25,-1.89,2.4999999999999996,-0.30000000000000004,0,Rodrigo Nascimento,Luis Henrique,Orthodox,Orthodox
14.0,9.0,8.0,0.0,170.18,175.26,56.7,65.77,180.34,177.8,33.0,33.0,2.5,4.73,0.45,0.54,2.0,2.16,0.43,0.61,1.72,0.68,0.35,0.33,0.26,0.78,1.0,2.0,-5.079999999999984,-9.069999999999993,2.539999999999992,-0.36363636363636365,1.04,-2.2300000000000004,-1.0,1,Malcolm Gordon,Hyder Amil,Switch,Switch
3.0,20.0,1.0,5.0,167.64,177.8,77.11,65.77,,,31.0,35.0,4.0,3.49,0.25,0.55,8.0,2.21,0.55,0.64,0.0,1.69,0.0,0.42,0.0,0.66,0.0,0.0,-10.160000000000025,11.340000000000003,,-0.050000000000000044,-1.69,0.5099999999999998,0.0,0,Vernon Ramos Ho,Alan Omer,Orthodox,Orthodox
15.0,13.0,5.0,2.0,177.8,182.88,77.11,65.77,187.96,185.42,40.0,26.0,3.72,2.62,0.47,0.46,3.02,1.49,0.52,0.75,1.37,1.06,0.26,0.6,0.57,0.81,0.8,0.7,-5.079999999999984,11.340000000000003,2.5400000000000205,-0.1166666666666667,0.31000000000000005,1.1,0.10000000000000009,0,Kenny Robertson,William Gomis,Orthodox,Southpaw
6.0,8.0,6.0,3.0,167.64,195.58,61.23,120.2,165.1,,37.0,43.0,2.6,2.76,0.33,0.44,3.07,4.02,0.58,0.42,0.75,0.0,0.25,0.0,0.53,0.33,0.2,0.0,-27.940000000000026,-58.970000000000006,,-0.2272727272727273,0.75,-0.1599999999999997,0.2,1,Elizabeth Phillips,Christian Colombo,Orthodox,Orthodox
9.0,15.0,3.0,8.0,190.5,182.88,83.91,117.93,180.34,,33.0,46.0,5.69,1.82,0.52,0.56,2.9,6.43,0.56,0.22,0.22,6.29,0.33,0.5,0.31,0.0,0.0,0.0,7.6200000000000045,-34.02000000000001,,0.09782608695652173,-6.07,3.87,0.0,0,Armen Petrosyan,Mike Wessel,Orthodox,Orthodox
10.0,60.0,5.0,17.0,180.34,187.96,70.31,108.86,,203.2,41.0,46.0,2.48,3.29,0.41,0.48,2.53,3.8,0.64,0.44,0.0,1.82,0.0,0.46,0.64,0.37,0.0,1.9,-7.6200000000000045,-38.55,,-0.11255411255411263,-1.82,-0.81,-1.9,0,Alex Ricci,Aleksei Oleinik,Orthodox,Orthodox
13.0,10.0,4.0,2.0,198.12,170.18,83.91,56.7,195.58,177.8,35.0,27.0,4.43,3.42,0.36,0.44,3.87,3.2,0.59,0.6,0.63,0.32,0.42,0.25,0.63,0.35,0.4,2.2,27.939999999999998,27.209999999999994,17.78,-0.06862745098039225,0.31,1.0099999999999998,-1.8000000000000003,0,Luke Barnatt,Jake Hadley,Orthodox,Southpaw
19.0,16.0,10.0,16.0,167.64,187.96,65.77,104.33,,,35.0,,3.64,0.0,0.44,0.0,5.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.32000000000002,-38.56,,0.15517241379310343,0.0,3.64,0.0,1,Anistavio Medeiros,Jason Godsey,Orthodox,Orthodox
10.0,45.0,8.0,23.0,170.18,175.26,61.23,70.31,165.1,182.88,42.0,47.0,2.69,1.43,0.55,0.37,3.87,2.29,0.44,0.6,0.52,1.72,0.27,0.42,0.47,0.25,0.1,1.1,-5.079999999999984,-9.080000000000005,-17.78,-0.10620915032679734,-1.2,1.26,-1.0,1,Lina Lansberg,Rich Clementi,Orthodox,Southpaw
8.0,8.0,5.0,3.0,190.5,180.34,92.99,70.31,187.96,,43.0,33.0,5.61,5.37,0.59,0.45,5.44,5.2,0.45,0.56,1.67,7.32,0.28,0.75,0.0,0.0,1.7,2.4,10.159999999999997,22.679999999999993,,-0.11188811188811187,-5.65,0.2400000000000002,-0.7,0,Cody Donovan,Cesar Arzamendia,Orthodox,Orthodox
13.0,8.0,2.0,4.0,180.34,182.88,70.31,65.77,185.42,198.12,28.0,34.0,5.7,7.58,0.54,0.39,4.98,8.88,0.42,0.58,4.76,0.0,0.37,0.0,0.69,0.0,1.5,0.0,-2.539999999999992,4.540000000000006,-12.700000000000017,0.20000000000000007,4.76,-1.88,1.5,1,Benoit Saint Denis,Aalon Cruz,Southpaw,Switch
26.0,11.0,4.0,9.0,167.64,177.8,77.11,87.54,170.18,,42.0,,2.38,0.0,0.47,0.0,2.51,0.0,0.57,0.0,3.94,0.0,0.36,0.0,0.47,0.0,0.6,0.0,-10.160000000000025,-10.430000000000007,,0.31666666666666665,3.94,2.38,0.6,1,Michel Prazeres,Todd Medina,Orthodox,Southpaw
13.0,22.0,4.0,11.0,177.8,175.26,70.31,77.11,177.8,,34.0,47.0,4.55,0.98,0.48,0.4,4.38,4.05,0.43,0.36,2.12,1.84,0.83,0.5,0.69,1.0,0.4,0.0,2.5400000000000205,-6.799999999999997,,0.0980392156862745,0.28,3.57,0.4,0,Leonardo Mafra,Alexandre Barros,Orthodox,Southpaw
14.0,7.0,9.0,3.0,182.88,172.72,92.99,77.11,190.5,,33.0,41.0,3.03,4.18,0.54,0.49,3.24,3.64,0.44,0.64,2.17,2.02,0.32,1.0,0.58,0.66,0.1,0.0,10.159999999999997,15.879999999999995,,-0.09130434782608687,0.1499999999999999,-1.15,0.1,1,Devin Clark,Brian Melancon,Orthodox,Orthodox
14.0,18.0,8.0,7.0,187.96,170.18,77.11,65.77,190.5,180.34,41.0,32.0,3.22,3.76,0.6,0.45,3.26,3.52,0.51,0.57,0.0,1.06,0.0,0.26,0.71,0.58,0.0,0.3,17.78,11.340000000000003,10.159999999999997,-0.08363636363636362,-1.06,-0.5399999999999996,-0.3,0,Ron Stallings,Dan Ige,Southpaw,Orthodox
45.0,15.0,23.0,4.0,175.26,180.34,70.31,70.31,182.88,187.96,47.0,40.0,1.43,1.82,0.37,0.4,2.29,2.95,0.6,0.43,1.72,3.01,0.42,0.33,0.25,0.43,1.1,0.3,-5.0800000000000125,0.0,-5.0800000000000125,-0.1277089783281734,-1.2899999999999998,-0.3900000000000001,0.8,1,Rich Clementi,Alan Patrick,Southpaw,Southpaw
23.0,30.0,11.0,16.0,172.72,180.34,83.91,77.11,180.34,187.96,43.0,42.0,2.82,3.85,0.43,0.47,3.13,4.67,0.54,0.59,3.1,0.65,0.42,0.64,0.92,0.65,0.0,0.0,-7.6200000000000045,6.799999999999997,-7.6200000000000045,0.024296675191815886,2.45,-1.0300000000000002,0.0,1,Terry Martin,Robbie Lawler,Orthodox,Southpaw
13.0,9.0,15.0,4.0,175.26,182.88,65.77,112.04,165.1,187.96,37.0,38.0,3.52,3.35,0.41,0.39,4.82,5.82,0.5,0.35,0.39,4.41,0.25,0.62,0.52,1.0,0.0,0.9,-7.6200000000000045,-46.27000000000001,-22.860000000000014,-0.228021978021978,-4.0200000000000005,0.16999999999999993,-0.9,0,Artem Lobov,Cyril Asker,Southpaw,Orthodox
16.0,11.0,5.0,0.0,167.64,190.5,52.16,108.86,165.1,195.58,36.0,34.0,6.28,2.95,0.48,0.7,3.25,2.53,0.62,0.35,0.27,3.16,0.62,0.66,0.8,1.0,0.1,3.2,-22.860000000000014,-56.7,-30.480000000000018,-0.23809523809523814,-2.89,3.33,-3.1,0,Joanna Jedrzejczyk,Dmitry Sosnovskiy,Orthodox,Orthodox
16.0,9.0,12.0,5.0,185.42,185.42,70.31,77.11,190.5,200.66,44.0,34.0,3.94,0.48,0.46,0.23,2.41,2.53,0.65,0.39,0.5,4.07,0.45,0.52,0.53,0.28,0.2,0.0,0.0,-6.799999999999997,-10.159999999999997,-0.07142857142857151,-3.5700000000000003,3.46,0.2,0,Anthony Njokuani,Dominic Waters,Orthodox,Orthodox
7.0,9.0,2.0,3.0,162.56,175.26,56.7,77.11,170.18,182.88,28.0,33.0,5.64,3.29,0.58,0.52,6.5,3.03,0.47,0.54,3.15,0.76,0.47,0.16,0.5,1.0,0.3,0.0,-12.699999999999989,-20.409999999999997,-12.699999999999989,0.02777777777777779,2.3899999999999997,2.3499999999999996,0.3,1,Lara Procopio,Charles Radtke,Orthodox,Orthodox
25.0,26.0,16.0,4.0,190.5,167.64,83.91,65.77,203.2,180.34,48.0,35.0,1.55,6.16,0.52,0.56,2.7,3.44,0.46,0.58,1.43,1.78,0.16,0.37,0.35,0.7,2.0,0.2,22.860000000000014,18.14,22.859999999999985,-0.2569105691056911,-0.3500000000000001,-4.61,1.8,0,Jason MacDonald,Alexander Volkanovski,Orthodox,Orthodox
18.0,8.0,8.0,1.0,175.26,182.88,83.91,102.06,175.26,,40.0,,3.49,0.0,0.45,0.0,3.99,0.0,0.53,0.0,3.83,0.0,0.46,0.0,0.63,0.0,0.3,0.0,-7.6200000000000045,-18.150000000000006,,-0.19658119658119655,3.83,3.49,0.3,1,Johny Hendricks,Scott Adams,Southpaw,Southpaw
15.0,11.0,5.0,3.0,187.96,185.42,83.91,77.11,193.04,193.04,37.0,36.0,3.07,7.49,0.38,0.55,3.55,5.42,0.48,0.53,1.81,1.8,0.4,0.57,1.0,0.71,0.0,0.0,2.5400000000000205,6.799999999999997,0.0,-0.0357142857142857,0.010000000000000009,-4.42,0.0,1,Tim Williams,Mounir Lazzez,Orthodox,Orthodox
12.0,18.0,5.0,18.0,190.5,177.8,120.2,92.99,208.28,198.12,45.0,39.0,3.55,2.26,0.5,0.45,2.79,2.61,0.64,0.56,0.0,1.93,0.0,0.47,0.55,0.78,0.7,0.9,12.699999999999989,27.210000000000008,10.159999999999997,0.20588235294117652,-1.93,1.29,-0.20000000000000007,0,Matt Mitrione,Rameau Thierry Sokoudjou,Switch,Orthodox
4.0,8.0,2.0,3.0,198.12,172.72,120.2,65.77,,,50.0,44.0,1.94,2.48,0.52,0.36,2.71,4.84,0.58,0.4,8.71,1.18,0.75,0.11,0.0,0.0,2.9,0.6,25.400000000000006,54.43000000000001,,-0.06060606060606066,7.530000000000001,-0.54,2.3,1,Marcus Jones,Mike Lullo,Orthodox,Orthodox
10.0,9.0,4.0,2.0,187.96,167.64,92.99,56.7,195.58,175.26,43.0,29.0,1.93,1.58,0.27,0.37,2.39,1.72,0.67,0.6,0.47,0.53,0.33,0.5,0.79,0.23,0.9,2.6,20.32000000000002,36.28999999999999,20.32000000000002,-0.10389610389610393,-0.06000000000000005,0.34999999999999987,-1.7000000000000002,0,Eliot Marshall,Joseph Morales,Orthodox,Switch
9.0,21.0,2.0,6.0,172.72,167.64,70.31,61.23,,162.56,44.0,34.0,1.26,4.39,0.31,0.47,4.84,3.63,0.48,0.62,0.0,2.34,0.0,0.39,0.22,0.76,0.0,0.0,5.0800000000000125,9.080000000000005,,0.04040404040404044,-2.34,-3.13,0.0,0,Jorge de Oliveira,Cody Stamann,Orthodox,Orthodox
16.0,5.0,14.0,3.0,175.26,177.8,70.31,77.11,177.8,,45.0,42.0,2.76,0.69,0.48,0.29,3.2,7.37,0.56,0.18,1.19,0.0,0.55,0.0,0.74,0.0,0.5,0.0,-2.5400000000000205,-6.799999999999997,,-0.09166666666666667,1.19,2.07,0.5,1,BJ Penn,Jason Tan,Orthodox,Orthodox
14.0,31.0,6.0,18.0,170.18,180.34,56.7,77.11,177.8,172.72,27.0,49.0,5.44,3.76,0.42,0.45,6.05,3.03,0.49,0.58,0.38,0.7,0.11,0.55,0.86,0.55,0.0,2.4,-10.159999999999997,-20.409999999999997,5.0800000000000125,0.06734693877551012,-0.31999999999999995,1.6800000000000006,-2.4,1,Vinicius Salvador,Chris Lytle,Southpaw,Orthodox
7.0,9.0,2.0,5.0,180.34,193.04,83.91,92.99,,,30.0,52.0,1.04,4.44,0.39,0.52,2.92,1.11,0.45,0.64,1.56,11.11,1.0,0.8,0.5,0.0,0.8,2.8,-12.699999999999989,-9.079999999999998,,0.13492063492063489,-9.549999999999999,-3.4000000000000004,-1.9999999999999998,1,Joseph Gigliotti,Mike Nickels,Orthodox,Orthodox
21.0,24.0,12.0,8.0,172.72,180.34,70.31,77.11,177.8,185.42,44.0,39.0,3.39,2.91,0.48,0.4,3.44,3.23,0.57,0.49,1.2,1.32,0.37,0.61,0.46,0.62,0.6,0.3,-7.6200000000000045,-6.799999999999997,-7.619999999999976,-0.11363636363636365,-0.1200000000000001,0.48,0.3,1,Mac Danzig,Siyar Bahadurzada,Orthodox,Orthodox
16.0,11.0,7.0,3.0,187.96,172.72,120.2,61.23,187.96,175.26,41.0,29.0,2.83,5.25,0.6,0.64,2.54,3.34,0.51,0.61,0.0,4.77,0.0,0.4,0.26,1.0,3.2,0.0,15.240000000000009,58.970000000000006,12.700000000000017,-0.09006211180124224,-4.77,-2.42,3.2,0,Rob Broughton,Joshua Weems,Orthodox,Orthodox
15.0,12.0,0.0,3.0,170.18,182.88,65.77,92.99,175.26,187.96,27.0,37.0,4.4,1.72,0.46,0.4,3.35,3.06,0.65,0.5,1.92,0.0,0.56,0.0,0.92,0.22,1.3,0.0,-12.699999999999989,-27.22,-12.700000000000017,0.19999999999999996,1.92,2.6800000000000006,1.3,1,Ilia Topuria,Wagner Prado,Orthodox,Southpaw
21.0,15.0,9.0,6.0,165.1,170.18,61.23,65.77,177.8,175.26,38.0,31.0,2.7,4.67,0.25,0.53,5.37,3.95,0.49,0.52,0.98,3.22,0.14,0.38,0.66,1.0,0.7,0.6,-5.0800000000000125,-4.539999999999999,2.5400000000000205,-0.014285714285714346,-2.24,-1.9699999999999998,0.09999999999999998,0,Anderson Dos Santos,Chepe Mariscal,Orthodox,Orthodox
11.0,0.0,8.0,2.0,182.88,182.88,77.11,79.38,182.88,,35.0,48.0,4.98,0.0,0.48,0.0,6.91,0.0,0.47,0.0,2.8,0.0,0.5,0.0,0.66,0.0,0.0,0.0,0.0,-2.269999999999996,,0.5789473684210527,2.8,4.98,0.0,1,Sabah Homasi,Sean Daugherty,Orthodox,Unknown
14.0,8.0,7.0,3.0,175.26,157.48,65.77,52.16,182.88,160.02,31.0,24.0,4.63,4.81,0.41,0.48,4.9,3.66,0.56,0.49,1.2,1.13,0.31,0.33,0.6,0.47,0.1,0.8,17.78,13.61,22.859999999999985,-0.06060606060606066,0.07000000000000006,-0.17999999999999972,-0.7000000000000001,1,Alexander Hernandez,Denise Gomes,Orthodox,Orthodox
17.0,2.0,7.0,2.0,170.18,180.34,70.31,90.72,175.26,,34.0,,1.53,0.0,0.31,0.0,1.85,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-10.159999999999997,-20.409999999999997,,0.20833333333333337,0.0,1.53,0.0,1,Carl Deaton,Keith Hackney,Orthodox,Sideways
10.0,9.0,5.0,3.0,180.34,187.96,90.72,114.76,,187.96,49.0,41.0,0.2,1.44,0.36,0.42,2.6,3.81,0.53,0.55,0.0,0.0,0.0,0.0,0.25,0.75,0.8,0.0,-7.6200000000000045,-24.040000000000006,,-0.08333333333333337,0.0,-1.24,0.8,0,Alex Andrade,Dmitrii Smoliakov,Orthodox,Switch
4.0,0.0,4.0,1.0,185.42,190.5,61.23,102.97,,,44.0,,2.27,0.0,0.23,0.0,8.2,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-5.0800000000000125,-41.74,,0.5,0.0,2.27,0.0,1,Peggy Morgan,Dave Berry,Unknown,Unknown
8.0,17.0,5.0,5.0,182.88,180.34,77.11,70.31,193.04,,42.0,42.0,2.69,1.12,0.45,0.28,2.57,4.91,0.54,0.44,2.88,3.64,0.55,0.38,0.38,1.0,0.0,1.5,2.539999999999992,6.799999999999997,,-0.1573426573426573,-0.7600000000000002,1.5699999999999998,-1.5,1,Kris McCray,Matt Veach,Orthodox,Orthodox
17.0,10.0,8.0,12.0,170.18,193.04,65.77,110.22,182.88,,37.0,55.0,3.93,6.19,0.41,0.69,4.52,7.91,0.52,0.37,0.7,2.58,0.44,1.0,0.72,0.5,0.6,5.2,-22.859999999999985,-44.45,,0.22545454545454552,-1.8800000000000001,-2.2600000000000002,-4.6000000000000005,0,Chan Sung Jung,Colin Robinson,Orthodox,Orthodox
10.0,17.0,2.0,12.0,177.8,177.8,61.23,70.31,185.42,172.72,29.0,39.0,4.39,3.66,0.45,0.38,5.18,4.86,0.56,0.5,0.0,0.68,0.0,0.27,0.73,0.53,0.3,0.7,0.0,-9.080000000000005,12.699999999999989,0.24712643678160928,-0.68,0.7299999999999995,-0.39999999999999997,0,Benito Lopez,Damien Brown,Switch,Orthodox
6.0,11.0,10.0,5.0,185.42,187.96,99.79,83.91,,200.66,49.0,34.0,0.7,1.95,0.43,0.42,2.89,2.14,0.49,0.52,0.0,3.42,0.0,0.39,0.0,0.53,0.0,0.8,-2.5400000000000205,15.88000000000001,,-0.3125,-3.42,-1.25,-0.8,1,Kristof Midoux,Antonio Carlos Junior,Orthodox,Orthodox
14.0,11.0,8.0,4.0,185.42,172.72,83.91,61.23,187.96,180.34,42.0,41.0,2.03,3.85,0.36,0.49,3.06,2.9,0.49,0.48,1.67,1.24,0.54,0.33,0.47,0.6,1.8,0.6,12.699999999999989,22.68,7.6200000000000045,-0.09696969696969693,0.42999999999999994,-1.8200000000000003,1.2000000000000002,0,Dan Miller,Ken Stone,Orthodox,Southpaw
17.0,14.0,6.0,6.0,187.96,162.56,92.99,52.16,190.5,157.48,25.0,33.0,9.23,5.79,0.57,0.49,6.39,4.94,0.57,0.63,0.0,1.82,0.0,0.38,0.0,0.43,0.0,0.6,25.400000000000006,40.83,33.02000000000001,0.03913043478260869,-1.82,3.4400000000000004,-0.6,0,Zhang Mingyang,Molly McCann,Orthodox,Orthodox
23.0,21.0,9.0,12.0,182.88,172.72,77.11,70.31,195.58,177.8,30.0,44.0,5.08,3.39,0.49,0.48,6.68,3.44,0.48,0.57,0.67,1.2,1.0,0.37,0.65,0.46,0.2,0.6,10.159999999999997,6.799999999999997,17.78,0.08238636363636365,-0.5299999999999999,1.69,-0.39999999999999997,1,Jared Gooden,Mac Danzig,Orthodox,Orthodox
21.0,10.0,9.0,4.0,165.1,180.34,61.23,70.31,177.8,185.42,38.0,34.0,2.7,1.64,0.25,0.41,5.37,2.17,0.49,0.54,0.98,1.75,0.14,0.41,0.66,0.5,0.7,0.3,-15.240000000000009,-9.080000000000005,-7.619999999999976,-0.014285714285714346,-0.77,1.0600000000000003,0.39999999999999997,1,Anderson Dos Santos,Frankie Perez,Orthodox,Orthodox
