fighter1_wins,fighter1_losses,fighter1_height,fighter1_weight,fighter1_reach,fighter1_stance,fighter1_age,fighter1_SLpM,fighter1_sig_str_acc,fighter1_SApM,fighter1_str_def,fighter1_td_avg,fighter1_td_acc,fighter1_td_def,fighter1_sub_avg,fighter2_wins,fighter2_losses,fighter2_height,fighter2_weight,fighter2_reach,fighter2_stance,fighter2_age,fighter2_SLpM,fighter2_sig_str_acc,fighter2_SApM,fighter2_str_def,fighter2_td_avg,fighter2_td_acc,fighter2_td_def,fighter2_sub_avg,height_diff,weight_diff,reach_diff,win_rate_diff,td_avg_diff,SLpM_diff,sub_avg_diff,fighter1_won
11.0,4.0,172.72,61.23,180.34,Southpaw,41.0,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,8.0,3.0,170.18,61.23,172.72,Orthodox,36.0,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5,2.539999999999992,0.0,7.6200000000000045,0.02083333333333337,-1.28,2.37,0.09999999999999998,1
6.0,17.0,172.72,77.11,,Orthodox,44.0,2.62,0.23,2.77,0.58,1.19,1.0,0.0,0.0,2.0,16.0,185.42,81.65,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.699999999999989,-4.540000000000006,,0.14473684210526316,1.19,2.62,0.0,0
8.0,2.0,180.34,77.11,180.34,Switch,29.0,2.77,0.53,4.02,0.44,1.92,0.4,0.61,0.0,22.0,6.0,177.8,70.31,182.88,Orthodox,34.0,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,2.539999999999992,6.799999999999997,-2.539999999999992,-0.03134796238244508,0.21999999999999997,-1.1800000000000002,-0.2,0
15.0,8.0,193.04,120.2,200.66,Orthodox,34.0,4.55,0.48,4.88,0.41,0.98,0.33,0.46,0.2,12.0,2.0,172.72,61.23,182.88,Orthodox,28.0,5.72,0.45,3.38,0.61,2.41,0.46,0.75,0.5,20.319999999999993,58.970000000000006,17.78,-0.17500000000000004,-1.4300000000000002,-1.17,-0.3,1
6.0,2.0,185.42,113.4,,Orthodox,46.0,2.91,0.54,6.26,0.26,2.57,0.4,0.33,0.0,21.0,10.0,187.96,92.99,190.5,Orthodox,32.0,4.7,0.52,2.75,0.58,0.0,0.0,0.63,0.0,-2.5400000000000205,20.41000000000001,,0.01041666666666663,2.57,-1.79,0.0,1
12.0,6.0,182.88,70.31,,Orthodox,38.0,0.25,0.19,1.67,0.47,0.76,1.0,0.6,2.3,11.0,2.0,182.88,77.11,180.34,Orthodox,28.0,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,0.0,-6.799999999999997,,-0.15413533834586468,-1.05,-3.33,1.6999999999999997,0
11.0,5.0,177.8,70.31,185.42,Switch,30.0,6.28,0.45,6.95,0.47,0.83,0.5,0.53,0.3,14.0,5.0,175.26,70.31,177.8,Orthodox,31.0,3.08,0.33,4.78,0.51,0.0,0.0,0.82,0.0,2.5400000000000205,0.0,7.619999999999976,-0.05294117647058816,0.83,3.2,0.3,1
17.0,8.0,170.18,61.23,167.64,Orthodox,32.0,4.74,0.49,3.67,0.53,0.46,0.33,0.66,0.1,12.0,4.0,182.88,77.11,190.5,Southpaw,32.0,1.83,0.5,2.83,0.64,2.0,0.33,0.25,0.5,-12.699999999999989,-15.880000000000003,-22.860000000000014,-0.05203619909502266,-1.54,2.91,-0.4,1
13.0,4.0,180.34,70.31,185.42,Orthodox,37.0,4.04,0.39,10.91,0.4,0.0,0.0,0.0,0.0,12.0,8.0,177.8,95.25,,Orthodox,56.0,1.7,0.63,1.88,0.3,0.0,0.0,0.33,0.0,2.539999999999992,-24.939999999999998,,0.1507936507936508,0.0,2.34,0.0,0
23.0,8.0,177.8,70.31,185.42,Southpaw,34.0,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0,8.0,4.0,172.72,77.11,,Orthodox,49.0,4.62,0.35,6.92,0.21,3.46,1.0,1.0,0.0,5.0800000000000125,-6.799999999999997,,0.10336538461538458,-1.8399999999999999,-0.9199999999999999,0.0,1
11.0,4.0,185.42,70.31,,Orthodox,34.0,1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8,22.0,20.0,167.64,70.31,,Orthodox,41.0,1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7,17.78,0.0,,0.1758720930232558,-1.33,-0.24,0.10000000000000009,1
7.0,4.0,165.1,56.7,162.56,Orthodox,35.0,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1,3.0,5.0,180.34,61.23,185.42,Orthodox,37.0,4.83,0.53,4.43,0.57,1.27,0.36,0.5,1.9,-15.240000000000009,-4.529999999999994,-22.859999999999985,0.25000000000000006,-0.4,-0.3200000000000003,-1.7999999999999998,0
14.0,7.0,175.26,70.31,177.8,Orthodox,37.0,3.36,0.48,3.26,0.62,0.78,0.55,0.34,0.2,9.0,3.0,167.64,61.23,167.64,Orthodox,29.0,3.78,0.47,4.65,0.47,1.56,0.47,0.62,0.6,7.6200000000000045,9.080000000000005,10.160000000000025,-0.05594405594405594,-0.78,-0.41999999999999993,-0.39999999999999997,0
11.0,5.0,182.88,83.91,,Orthodox,41.0,2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0,8.0,3.0,177.8,77.11,,Orthodox,45.0,0.26,0.16,2.7,0.43,1.93,1.0,0.25,1.9,5.079999999999984,6.799999999999997,,-0.019607843137254832,-1.93,2.09,-0.8999999999999999,1
24.0,17.0,167.64,70.31,180.34,Orthodox,49.0,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,16.0,6.0,187.96,127.01,,Orthodox,58.0,0.84,0.5,1.37,0.42,4.19,0.69,0.5,2.8,-20.32000000000002,-56.7,,-0.12422360248447206,-2.66,0.9400000000000001,-0.3999999999999999,0
4.0,5.0,167.64,56.7,175.26,Orthodox,34.0,3.34,0.37,5.2,0.5,0.84,0.5,0.14,0.0,10.0,6.0,172.72,70.31,,Orthodox,48.0,1.68,0.34,2.62,0.38,0.94,0.5,0.66,0.9,-5.0800000000000125,-13.61,,-0.18823529411764706,-0.09999999999999998,1.66,-0.9,0
12.0,0.0,170.18,56.7,177.8,Orthodox,23.0,1.53,0.48,1.36,0.57,5.75,0.41,0.0,1.0,8.0,0.0,177.8,61.23,177.8,Switch,25.0,8.05,0.54,3.58,0.51,0.0,0.0,0.9,0.5,-7.6200000000000045,-4.529999999999994,0.0,0.03418803418803429,5.75,-6.5200000000000005,0.5,0
23.0,9.0,177.8,70.31,177.8,Southpaw,34.0,3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6,17.0,8.0,170.18,65.77,182.88,Orthodox,37.0,3.93,0.41,4.52,0.52,0.7,0.44,0.72,0.6,7.6200000000000045,4.540000000000006,-5.079999999999984,0.04312354312354316,0.050000000000000044,-0.20000000000000018,0.0,1
17.0,4.0,180.34,77.11,182.88,Orthodox,34.0,2.78,0.53,2.61,0.65,1.25,0.22,0.88,0.0,10.0,6.0,187.96,92.99,,Orthodox,44.0,0.5,0.62,6.95,0.27,0.0,0.0,0.0,0.0,-7.6200000000000045,-15.879999999999995,,0.18449197860962563,1.25,2.28,0.0,0
7.0,3.0,172.72,61.23,175.26,Orthodox,27.0,3.37,0.36,4.4,0.58,2.93,0.66,0.75,0.7,3.0,1.0,190.5,92.99,,Switch,35.0,3.13,0.39,4.07,0.42,0.0,0.0,1.0,0.0,-17.78,-31.759999999999998,,0.036363636363636376,2.93,0.2400000000000002,0.7,1
10.0,2.0,170.18,61.23,,Orthodox,29.0,1.21,0.19,4.14,0.55,0.0,0.0,0.0,0.0,8.0,1.0,170.18,56.7,177.8,Orthodox,23.0,4.53,0.34,5.07,0.4,0.0,0.0,0.16,0.5,0.0,4.529999999999994,,-0.03076923076923077,0.0,-3.3200000000000003,-0.5,0
23.0,3.0,180.34,77.11,182.88,Orthodox,35.0,4.55,0.43,3.64,0.57,1.98,0.35,0.93,0.2,22.0,6.0,180.34,65.77,180.34,Switch,35.0,3.02,0.4,3.46,0.5,2.44,0.34,0.4,1.6,0.0,11.340000000000003,2.539999999999992,0.09323116219667948,-0.45999999999999996,1.5299999999999998,-1.4000000000000001,1
6.0,1.0,172.72,56.7,177.8,Southpaw,29.0,1.47,0.35,2.73,0.52,2.0,0.33,0.66,2.0,12.0,7.0,170.18,56.7,185.42,Southpaw,32.0,3.46,0.38,4.44,0.44,1.27,0.27,0.64,0.2,2.539999999999992,0.0,-7.619999999999976,0.15000000000000002,0.73,-1.99,1.8,0
12.0,4.0,182.88,92.99,,Orthodox,,0.86,0.26,5.33,0.29,0.0,0.0,0.0,0.0,13.0,10.0,175.26,70.31,,Orthodox,43.0,1.79,0.35,2.55,0.55,3.19,0.83,0.69,0.6,7.6200000000000045,22.679999999999993,,0.1642156862745099,-3.19,-0.93,-0.6,0
6.0,4.0,185.42,77.11,182.88,Switch,35.0,6.69,0.53,5.44,0.52,0.72,1.0,0.7,0.0,7.0,5.0,180.34,77.11,,Orthodox,,0.0,0.0,3.91,0.5,0.0,0.0,0.28,0.0,5.079999999999984,0.0,,0.006993006993006978,0.72,6.69,0.0,0
12.0,0.0,187.96,83.91,185.42,Orthodox,29.0,7.53,0.73,4.33,0.28,0.0,0.0,0.57,0.0,15.0,5.0,160.02,52.16,167.64,Orthodox,22.0,3.33,0.39,3.23,0.67,2.33,0.66,0.66,0.4,27.939999999999998,31.75,17.78,0.20879120879120883,-2.33,4.2,-0.4,1
12.0,5.0,167.64,65.77,167.64,Orthodox,26.0,1.49,0.5,2.64,0.38,1.44,0.33,0.4,0.0,9.0,4.0,182.88,83.91,,Orthodox,38.0,3.27,0.29,4.4,0.7,0.0,0.0,0.0,0.0,-15.240000000000009,-18.14,,0.023809523809523725,1.44,-1.78,0.0,0
13.0,4.0,162.56,56.7,170.18,Orthodox,28.0,3.75,0.46,3.61,0.56,0.31,0.16,0.9,0.0,13.0,5.0,208.28,120.2,,Orthodox,47.0,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0,-45.72,-63.5,,0.03801169590643272,-0.34,1.5499999999999998,0.0,1
8.0,2.0,182.88,108.86,182.88,Orthodox,44.0,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0,12.0,4.0,180.34,70.31,182.88,Orthodox,32.0,4.62,0.45,4.53,0.56,0.69,0.18,0.75,0.0,2.539999999999992,38.55,0.0,0.021390374331550777,0.6300000000000001,-2.16,0.0,1
18.0,10.0,170.18,70.31,170.18,Orthodox,42.0,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1,0.0,1.0,182.88,102.06,,Orthodox,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.699999999999989,-31.75,,0.6206896551724138,1.36,3.36,0.1,0
10.0,5.0,185.42,77.11,187.96,Orthodox,34.0,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,19.0,9.0,182.88,77.11,187.96,Orthodox,39.0,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,2.539999999999992,0.0,0.0,-0.030172413793103425,0.10999999999999999,0.7000000000000002,-0.8999999999999999,0
11.0,2.0,190.5,113.4,,Southpaw,46.0,1.27,0.58,5.47,0.31,1.91,0.2,0.0,0.0,17.0,6.0,180.34,70.31,177.8,Orthodox,39.0,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,10.159999999999997,43.09,,0.07738095238095233,1.6199999999999999,-2.43,-0.2,1
35.0,19.0,182.88,83.91,187.96,Orthodox,44.0,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,12.0,5.0,195.58,92.99,210.82,Southpaw,31.0,5.13,0.45,4.9,0.5,0.6,0.45,0.8,0.2,-12.700000000000017,-9.079999999999998,-22.859999999999985,-0.030303030303030276,1.27,-2.42,0.6000000000000001,1
21.0,9.0,165.1,61.23,177.8,Orthodox,38.0,2.7,0.25,5.37,0.49,0.98,0.14,0.66,0.7,18.0,5.0,182.88,83.91,187.96,Southpaw,31.0,2.3,0.46,3.31,0.56,0.55,0.46,0.69,0.0,-17.78,-22.68,-10.159999999999997,-0.07258064516129037,0.42999999999999994,0.40000000000000036,0.7,0
8.0,1.0,195.58,77.11,195.58,Orthodox,29.0,6.45,0.45,3.95,0.61,0.78,0.5,0.77,0.8,7.0,1.0,170.18,61.23,170.18,Orthodox,34.0,2.67,0.51,1.2,0.57,0.0,0.0,0.37,0.0,25.400000000000006,15.880000000000003,25.400000000000006,0.022222222222222254,0.78,3.7800000000000002,0.8,1
16.0,10.0,172.72,65.77,180.34,Orthodox,35.0,4.92,0.39,6.42,0.55,0.46,0.5,0.66,0.0,14.0,8.0,187.96,70.31,,Orthodox,41.0,3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0,-15.240000000000009,-4.540000000000006,,-0.016103059581320522,0.46,1.8199999999999998,0.0,1
11.0,6.0,167.64,56.7,177.8,Switch,27.0,3.95,0.45,8.28,0.34,2.32,0.5,0.0,1.2,6.0,5.0,187.96,113.4,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.32000000000002,-56.7,,0.11111111111111116,2.32,3.95,1.2,1
9.0,5.0,185.42,83.91,180.34,Orthodox,31.0,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0,3.0,3.0,190.5,83.91,182.88,Orthodox,28.0,3.35,0.48,5.09,0.35,0.0,0.0,0.33,0.4,-5.0800000000000125,0.0,-2.539999999999992,0.17142857142857143,0.83,-0.040000000000000036,-0.4,1
13.0,8.0,175.26,61.23,177.8,Orthodox,35.0,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,14.0,7.0,180.34,65.77,180.34,Orthodox,37.0,3.21,0.39,4.75,0.51,0.36,0.16,0.83,0.0,-5.0800000000000125,-4.539999999999999,-2.539999999999992,-0.045454545454545414,0.89,-0.43999999999999995,0.2,0
17.0,3.0,195.58,92.99,,Orthodox,40.0,1.03,0.22,1.8,0.52,0.0,0.0,0.42,0.0,21.0,11.0,175.26,65.77,180.34,Orthodox,43.0,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,20.32000000000002,27.22,,0.17316017316017318,-1.06,-0.3999999999999999,-1.4,0
10.0,4.0,167.64,70.31,177.8,Orthodox,37.0,2.64,0.37,3.44,0.56,1.95,0.4,0.83,0.6,11.0,5.0,190.5,111.13,,Orthodox,49.0,4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0,-22.860000000000014,-40.81999999999999,,0.019607843137254832,1.95,-1.65,0.6,0
8.0,2.0,182.88,92.99,,Orthodox,,0.79,1.0,1.18,0.5,0.0,0.0,0.0,0.0,6.0,3.0,182.88,108.86,,Orthodox,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.870000000000005,,0.12727272727272732,0.0,0.79,0.0,0
24.0,11.0,177.8,77.11,182.88,Orthodox,41.0,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,5.0,3.0,170.18,61.23,182.88,Orthodox,36.0,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0,7.6200000000000045,15.880000000000003,0.0,0.11111111111111105,5.27,1.7900000000000003,1.0,0
2.0,2.0,180.34,88.45,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,172.72,70.31,172.72,Orthodox,37.0,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0,7.6200000000000045,18.14,,-0.3142857142857143,-0.21,-6.18,0.0,0
3.0,2.0,157.48,52.16,160.02,Orthodox,33.0,4.83,0.47,5.56,0.38,2.27,0.5,0.77,0.4,9.0,2.0,175.26,77.11,,Orthodox,,2.2,0.35,3.33,0.48,3.0,0.75,0.25,2.0,-17.78,-24.950000000000003,,-0.25,-0.73,2.63,-1.6,1
12.0,6.0,185.42,92.99,187.96,Orthodox,43.0,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,15.0,10.0,190.5,92.99,190.5,Orthodox,51.0,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,-5.0800000000000125,0.0,-2.539999999999992,0.054655870445344146,-1.9099999999999997,1.0099999999999998,-0.8,1
20.0,9.0,175.26,61.23,175.26,Orthodox,35.0,1.61,0.42,3.02,0.56,3.28,0.42,0.77,0.4,4.0,2.0,160.02,56.7,162.56,Southpaw,29.0,2.18,0.3,2.18,0.63,2.72,0.33,0.0,0.0,15.23999999999998,4.529999999999994,12.699999999999989,0.09523809523809523,0.5599999999999996,-0.5700000000000001,0.4,0
12.0,5.0,190.5,120.2,208.28,Switch,45.0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,13.0,1.0,167.64,61.23,175.26,Orthodox,32.0,4.2,0.39,6.13,0.51,0.0,0.0,0.0,0.0,22.860000000000014,58.970000000000006,33.02000000000001,-0.20000000000000007,0.0,-0.6500000000000004,0.7,0
253.0,53.0,182.88,108.86,,Orthodox,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,180.34,65.77,180.34,Orthodox,31.0,4.65,0.46,3.99,0.52,0.69,0.27,0.58,0.7,2.539999999999992,43.09,,0.09683150725496004,-0.69,-4.65,-0.7,0
18.0,9.0,177.8,70.31,177.8,Southpaw,42.0,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,0.0,1.0,180.34,90.26,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.539999999999992,-19.950000000000003,,0.6428571428571429,1.82,5.33,1.0,1
10.0,5.0,170.18,56.7,175.26,Orthodox,38.0,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,4.0,4.0,185.42,61.23,,0,44.0,2.27,0.23,8.2,0.33,0.0,0.0,0.5,0.0,-15.23999999999998,-4.529999999999994,,0.18055555555555558,1.6,1.1800000000000002,0.2,0
12.0,3.0,180.34,70.31,177.8,Southpaw,38.0,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,19.0,5.0,180.34,77.11,177.8,Orthodox,39.0,3.36,0.51,2.94,0.62,1.27,0.4,0.73,0.0,0.0,-6.799999999999997,0.0,-0.010000000000000009,-0.42000000000000004,-1.1599999999999997,2.1,0
7.0,2.0,180.34,83.91,,Orthodox,30.0,1.04,0.39,2.92,0.45,1.56,1.0,0.5,0.8,21.0,18.0,187.96,83.91,,Southpaw,56.0,1.54,0.56,2.5,0.38,0.8,0.5,0.25,2.4,-7.6200000000000045,0.0,,0.17499999999999993,0.76,-0.5,-1.5999999999999999,1
24.0,3.0,162.56,52.16,160.02,Switch,34.0,5.94,0.51,3.44,0.53,2.29,0.42,0.66,0.4,5.0,1.0,190.5,83.91,,0,40.0,4.44,0.58,1.29,0.72,1.75,0.25,0.4,3.5,-27.939999999999998,-31.75,,0.1428571428571428,0.54,1.5,-3.1,1
8.0,4.0,190.5,92.99,193.04,Orthodox,36.0,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0,6.0,4.0,162.56,52.16,154.94,Orthodox,31.0,5.19,0.47,4.67,0.5,0.66,0.12,0.54,0.2,27.939999999999998,40.83,38.099999999999994,0.06993006993007,-0.66,-1.3400000000000003,-0.2,1
5.0,3.0,165.1,61.23,165.1,Southpaw,35.0,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4,12.0,4.0,175.26,77.11,187.96,Switch,37.0,2.41,0.43,1.31,0.48,3.08,0.44,0.8,0.8,-10.159999999999997,-15.880000000000003,-22.860000000000014,-0.15032679738562094,-0.8300000000000001,3.1899999999999995,-0.4,1
11.0,2.0,175.26,65.77,175.26,Orthodox,39.0,2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4,29.0,15.0,185.42,92.99,185.42,Southpaw,46.0,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,-10.159999999999997,-27.22,-10.159999999999997,0.1412698412698412,-1.44,-0.29000000000000004,2.0,0
16.0,3.0,185.42,83.91,190.5,Orthodox,35.0,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,8.0,2.0,175.26,65.77,177.8,Orthodox,28.0,3.0,1.0,42.0,0.33,0.0,0.0,0.0,0.0,10.159999999999997,18.14,12.699999999999989,0.07272727272727275,1.27,1.1900000000000004,0.0,0
9.0,4.0,182.88,70.31,185.42,Orthodox,36.0,2.88,0.41,3.67,0.51,0.0,0.0,0.0,0.6,47.0,19.0,193.04,120.2,203.2,Orthodox,43.0,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,-10.159999999999997,-49.89,-17.78,-0.05863539445628996,-1.42,-0.79,-0.20000000000000007,1
11.0,18.0,185.42,106.59,,Orthodox,56.0,1.23,0.36,3.08,0.16,4.62,1.0,0.0,0.0,21.0,11.0,185.42,65.77,185.42,Orthodox,39.0,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,0.0,40.82000000000001,,-0.2696969696969697,4.0200000000000005,-1.77,-1.8,1
14.0,2.0,177.8,65.77,180.34,Orthodox,29.0,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1,34.0,23.0,182.88,70.31,182.88,Orthodox,40.0,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1,-5.079999999999984,-4.540000000000006,-2.539999999999992,0.23732251521298176,-0.020000000000000018,0.3500000000000001,2.0,1
15.0,1.0,177.8,83.91,190.5,Southpaw,31.0,2.73,0.58,1.98,0.6,2.16,0.63,0.57,0.5,25.0,12.0,190.5,92.99,198.12,Orthodox,42.0,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,-12.699999999999989,-9.079999999999998,-7.6200000000000045,0.22445820433436525,0.3700000000000001,0.5099999999999998,-0.09999999999999998,0
0.0,3.0,187.96,77.11,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,187.96,83.91,182.88,Orthodox,33.0,4.86,0.44,4.99,0.51,0.0,0.0,0.53,2.6,0.0,-6.799999999999997,,-0.6428571428571429,0.0,-4.86,-2.6,1
4.0,3.0,180.34,77.11,182.88,Orthodox,35.0,3.59,0.38,5.08,0.59,0.93,1.0,0.0,0.0,18.0,9.0,182.88,83.91,,Orthodox,,1.43,0.42,5.71,0.38,1.07,0.2,0.0,0.0,-2.539999999999992,-6.799999999999997,,-0.1428571428571429,-0.14,2.16,0.0,1
14.0,5.0,190.5,70.31,190.5,Orthodox,26.0,6.97,0.46,4.36,0.57,0.0,0.0,0.85,0.4,14.0,6.0,177.8,61.23,182.88,Switch,29.0,4.28,0.47,4.09,0.48,2.34,0.37,0.66,0.8,12.699999999999989,9.080000000000005,7.6200000000000045,0.033333333333333326,-2.34,2.6899999999999995,-0.4,0
15.0,8.0,172.72,65.77,170.18,Orthodox,38.0,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,0.0,2.0,187.96,108.86,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.240000000000009,-43.09,,0.625,1.45,2.46,0.9,0
17.0,6.0,172.72,61.23,172.72,Orthodox,34.0,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,6.0,3.0,182.88,92.99,,Orthodox,46.0,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0,-10.159999999999997,-31.759999999999998,,0.10833333333333339,3.16,0.3700000000000001,0.2,1
14.0,8.0,170.18,56.7,180.34,Switch,33.0,2.5,0.45,2.0,0.43,1.72,0.35,0.26,1.0,11.0,5.0,190.5,111.13,,Orthodox,49.0,4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0,-20.319999999999993,-54.42999999999999,,-0.038363171355498715,1.72,-1.79,1.0,0
15.0,6.0,162.56,56.7,165.1,Orthodox,38.0,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,6.0,5.0,162.56,52.16,157.48,Orthodox,42.0,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0,0.0,4.540000000000006,7.6200000000000045,0.18181818181818177,-1.4000000000000004,1.28,0.3,1
17.0,7.0,182.88,77.11,190.5,Orthodox,41.0,4.11,0.46,3.03,0.54,0.26,0.41,0.65,0.0,22.0,3.0,165.1,61.23,172.72,Orthodox,36.0,3.08,0.55,3.46,0.51,1.65,0.44,0.58,1.6,17.78,15.880000000000003,17.78,-0.1661538461538461,-1.39,1.0300000000000002,-1.6,1
21.0,2.0,185.42,83.91,193.04,Switch,30.0,6.49,0.5,4.77,0.55,3.0,0.51,0.4,0.8,35.0,11.0,187.96,104.33,185.42,Southpaw,49.0,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,-2.5400000000000205,-20.42,7.6200000000000045,0.13031914893617025,2.81,4.380000000000001,0.5,1
14.0,8.0,175.26,65.77,177.8,Orthodox,34.0,3.18,0.61,2.14,0.56,1.33,0.55,0.52,0.0,23.0,7.0,180.34,65.77,182.88,Orthodox,36.0,5.12,0.39,7.1,0.54,0.42,0.29,0.91,0.1,-5.0800000000000125,0.0,-5.079999999999984,-0.13323983169705467,0.9100000000000001,-1.94,-0.1,0
15.0,3.0,177.8,56.7,182.88,Orthodox,32.0,2.33,0.48,4.29,0.4,0.87,0.75,0.78,0.3,13.0,8.0,172.72,65.77,182.88,Orthodox,30.0,5.19,0.4,5.46,0.52,0.63,0.18,0.64,0.0,5.0800000000000125,-9.069999999999993,0.0,0.1985645933014354,0.24,-2.8600000000000003,0.3,0
28.0,15.0,170.18,65.77,175.26,Orthodox,38.0,3.09,0.49,3.18,0.46,1.71,0.25,0.48,1.7,0.0,1.0,175.26,106.59,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.079999999999984,-40.82000000000001,,0.6363636363636364,1.71,3.09,1.7,0
35.0,16.0,180.34,83.91,195.58,Orthodox,46.0,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2,17.0,10.0,175.26,70.31,180.34,Orthodox,44.0,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,5.0800000000000125,13.599999999999994,15.240000000000009,0.06593406593406603,-0.4400000000000004,-0.2999999999999998,1.0,0
14.0,9.0,187.96,77.11,193.04,Orthodox,33.0,1.23,0.4,3.28,0.39,0.0,0.0,0.5,0.8,32.0,22.0,185.42,83.91,,Open Stance,41.0,1.47,0.43,2.5,0.49,0.0,0.0,0.16,0.0,2.5400000000000205,-6.799999999999997,,0.0015151515151515804,0.0,-0.24,0.8,0
5.0,8.0,185.42,77.11,,Orthodox,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,160.02,52.16,160.02,Orthodox,31.0,2.66,0.49,3.06,0.52,0.58,0.6,0.42,0.0,25.399999999999977,24.950000000000003,,-0.22619047619047622,-0.58,-2.66,0.0,0
20.0,7.0,154.94,52.16,160.02,Orthodox,36.0,2.16,0.4,2.69,0.55,3.22,0.35,0.47,0.3,31.0,9.0,175.26,90.72,,Orthodox,52.0,0.7,0.45,0.9,0.52,1.6,0.63,0.25,1.8,-20.319999999999993,-38.56,,-0.04181184668989546,1.62,1.4600000000000002,-1.5,1
11.0,2.0,172.72,61.23,172.72,Orthodox,36.0,3.43,0.43,3.61,0.71,0.2,0.16,0.79,0.0,18.0,4.0,172.72,65.77,172.72,Orthodox,31.0,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3,0.0,-4.539999999999999,0.0,0.0031055900621117516,-2.3899999999999997,1.4200000000000004,-1.3,0
14.0,3.0,185.42,77.11,187.96,Southpaw,40.0,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2,13.0,2.0,193.04,120.2,195.58,Orthodox,32.0,5.17,0.52,5.7,0.54,0.26,0.25,1.0,0.3,-7.6200000000000045,-43.09,-7.6200000000000045,-0.03472222222222221,1.8699999999999999,-2.28,-0.09999999999999998,1
